country,sex,year,services_000
kor,mf,1996,11628.0
kor,m,1996,6240.0
kor,f,1996,5385.0
kor,mf,1997,12132.0
kor,m,1997,6424.0
kor,f,1997,5710.0
kor,mf,1998,11955.0
kor,m,1998,6549.0
kor,f,1998,5404.0
kor,mf,1999,12368.0
kor,m,1999,6741.0
kor,f,1999,5626.0
kor,mf,2000,12958.0
kor,m,2000,6944.0
kor,f,2000,6017.0
kor,mf,2001,13497.0
kor,m,2001,7190.0
kor,f,2001,6306.0
kor,mf,2002,14044.0
kor,m,2002,7482.0
kor,f,2002,6558.0
kor,mf,2003,14075.0
kor,m,2003,7527.0
kor,f,2003,6550.0
kor,mf,2004,14534.0
kor,m,2004,7706.0
kor,f,2004,6827.0
kor,mf,2005,14904.0
kor,m,2005,7815.0
kor,f,2005,7092.0
kor,mf,2006,15270.0
kor,m,2006,7959.0
kor,f,2006,7313.0
kor,mf,2007,15674.0
kor,m,2007,8187.0
kor,f,2007,7491.0
kor,mf,2008,16004.0
kor,m,2008,8376.0
kor,f,2008,7627.0
kor,mf,2009,16110.900390625
kor,m,2009,8424.400390625
kor,f,2009,7686.5
kor,mf,2010,16317.900390625
kor,m,2010,8511.7998046875
kor,f,2010,7806.10009765625
kor,mf,2011,16697.599609375
kor,m,2011,8743.599609375
kor,f,2011,7954.10009765625
kor,mf,2012,17111.30078125
kor,m,2012,8916.400390625
kor,f,2012,8195.30078125
kor,mf,2013,17431.0
kor,m,2013,9012.0
kor,f,2013,8420.0
kos,mf,2012,204.39999389648438
kos,m,2012,150.5
kos,f,2012,53.599998474121094
kwt,mf,1983,355.8290100097656
kwt,m,1983,265.1050109863281
kwt,f,1983,90.7239990234375
kwt,mf,1988,526.2529907226562
kwt,m,1988,356.5050048828125
kwt,f,1988,169.7480010986328
kwt,mf,1995,553.3920288085938
kwt,mf,2003,937.3900146484375
kwt,mf,2005,856.7239990234375
kwt,m,2005,581.8510131835938
kwt,f,2005,274.87298583984375
kwt,mf,2008,928.9869995117188
kwt,mf,2014,
kwt,m,2014,
kwt,f,2014,
kgz,mf,1986,597.0999755859375
kgz,mf,1987,605.0
kgz,mf,1988,612.0
kgz,mf,1989,611.5999755859375
kgz,mf,1990,688.7000122070312
kgz,mf,1991,665.7000122070312
kgz,mf,1992,721.5
kgz,mf,1993,667.2000122070312
kgz,mf,1994,636.4000244140625
kgz,mf,1995,592.5
kgz,mf,1996,632.2000122070312
kgz,m,1996,317.20001220703125
kgz,f,1996,315.0
kgz,mf,1997,645.0999755859375
kgz,m,1997,323.1000061035156
kgz,f,1997,322.0
kgz,mf,1998,647.0
kgz,m,1998,326.6000061035156
kgz,f,1998,320.5
kgz,mf,1999,636.2000122070312
kgz,m,1999,332.1000061035156
kgz,f,1999,304.1000061035156
kgz,mf,2000,644.5999755859375
kgz,m,2000,346.79998779296875
kgz,f,2000,297.79998779296875
kgz,mf,2001,656.4000244140625
kgz,m,2001,353.79998779296875
kgz,f,2001,302.70001220703125
kgz,mf,2002,719.7999877929688
kgz,m,2002,369.29998779296875
kgz,f,2002,350.70001220703125
kgz,mf,2003,805.7999877929688
kgz,m,2003,407.6000061035156
kgz,f,2003,398.20001220703125
kgz,mf,2004,866.4000244140625
kgz,m,2004,437.8999938964844
kgz,f,2004,428.5
kgz,mf,2005,912.2000122070312
kgz,m,2005,450.8999938964844
kgz,f,2005,461.29998779296875
kgz,mf,2006,929.0999755859375
kgz,m,2006,454.0
kgz,f,2006,475.1000061035156
kgz,mf,2007,974.0
kgz,mf,2008,990.4000244140625
kgz,mf,2012,1102.073974609375
kgz,m,2012,549.8359985351562
kgz,f,2012,552.2360229492188
kgz,mf,2013,1089.0179443359375
kgz,m,2013,584.281982421875
kgz,f,2013,504.73699951171875
lao,mf,1995,239.61099243164062
lao,m,1995,150.0330047607422
lao,f,1995,89.0739974975586
lao,mf,2010,611.0380249023438
lao,m,2010,318.42999267578125
lao,f,2010,292.6080017089844
lva,mf,1996,525.7000122070312
lva,m,1996,225.3000030517578
lva,f,1996,300.6000061035156
lva,mf,1997,519.2000122070312
lva,m,1997,221.0
lva,f,1997,298.0
lva,mf,1998,531.697021484375
lva,m,1998,225.86900329589844
lva,f,1998,305.8280029296875
lva,mf,1999,536.7999877929688
lva,m,1999,233.3000030517578
lva,f,1999,303.6000061035156
lva,mf,2000,538.0999755859375
lva,m,2000,232.60000610351562
lva,f,2000,305.3999938964844
lva,mf,2001,521.5
lva,m,2001,211.8000030517578
lva,f,2001,309.6000061035156
lva,mf,2002,537.0
lva,m,2002,205.5
lva,f,2002,331.70001220703125
lva,mf,2003,544.5
lva,m,2003,212.3000030517578
lva,f,2003,320.5
lva,mf,2004,550.2000122070312
lva,m,2004,224.3000030517578
lva,f,2004,325.79998779296875
lva,mf,2005,578.9000244140625
lva,m,2005,231.89999389648438
lva,f,2005,347.1000061035156
lva,mf,2006,605.2999877929688
lva,m,2006,239.10000610351562
lva,f,2006,366.29998779296875
lva,mf,2007,621.2999877929688
lva,m,2007,239.60000610351562
lva,f,2007,381.6000061035156
lva,mf,2008,631.7000122070312
lva,m,2008,247.3000030517578
lva,f,2008,384.5
lva,mf,2009,586.7999877929688
lva,m,2009,228.1999969482422
lva,f,2009,358.70001220703125
lva,mf,2010,565.7000122070312
lva,m,2010,214.0
lva,f,2010,349.3999938964844
lva,mf,2011,571.7000122070312
lva,m,2011,222.39999389648438
lva,f,2011,349.29998779296875
lva,mf,2012,579.7999877929688
lva,m,2012,227.3000030517578
lva,f,2012,352.1000061035156
lva,mf,2013,588.0999755859375
lva,m,2013,230.89999389648438
lva,f,2013,357.1000061035156
lva,mf,2014,589.0
lva,m,2014,232.3000030517578
lva,f,2014,356.5
lso,mf,1996,135.10000610351562
lso,m,1996,57.599998474121094
lso,f,1996,77.5
lso,mf,1997,99.927001953125
lso,m,1997,35.23899841308594
lso,f,1997,64.68800354003906
lso,mf,1999,113.20500183105469
lso,m,1999,44.51100158691406
lso,f,1999,68.69400024414062
lso,mf,2008,165.6199951171875
lso,m,2008,69.0
lso,f,2008,96.62200164794922
lbr,mf,2007,160.75
lbr,m,2007,93.34500122070312
lbr,f,2007,67.40399932861328
lbr,mf,2010,450.0
lbr,m,2010,199.0
lbr,f,2010,251.0
lby,mf,1980,385.5
lby,mf,1983,513.2999877929688
lby,mf,1985,465.0
lby,mf,1986,454.5
ltu,mf,1997,798.2999877929688
ltu,m,1997,348.6000061035156
ltu,f,1997,449.79998779296875
ltu,mf,1998,761.0180053710938
ltu,m,1998,322.81201171875
ltu,f,1998,438.2049865722656
ltu,mf,1999,773.4000244140625
ltu,m,1999,320.0
ltu,f,1999,453.6000061035156
ltu,mf,2000,752.2999877929688
ltu,m,2000,300.79998779296875
ltu,f,2000,451.5
ltu,mf,2001,749.9000244140625
ltu,m,2001,292.5
ltu,f,2001,451.29998779296875
ltu,mf,2002,749.7000122070312
ltu,m,2002,301.79998779296875
ltu,f,2002,447.70001220703125
ltu,mf,2003,780.7999877929688
ltu,m,2003,316.79998779296875
ltu,f,2003,457.6000061035156
ltu,mf,2004,775.5999755859375
ltu,m,2004,318.5
ltu,f,2004,456.70001220703125
ltu,mf,2005,793.0
ltu,m,2005,326.8999938964844
ltu,f,2005,466.0
ltu,mf,2006,789.5
ltu,m,2006,309.70001220703125
ltu,f,2006,479.8999938964844
ltu,mf,2007,822.0
ltu,m,2007,320.5
ltu,f,2007,501.5
ltu,mf,2008,851.7999877929688
ltu,m,2008,334.1000061035156
ltu,f,2008,517.5999755859375
ltu,mf,2009,823.7000122070312
ltu,m,2009,316.0
ltu,f,2009,507.79998779296875
ltu,mf,2010,813.0999755859375
ltu,m,2010,318.79998779296875
ltu,f,2010,494.3999938964844
ltu,mf,2011,817.0
ltu,m,2011,329.0
ltu,f,2011,488.0
ltu,mf,2012,816.0
ltu,m,2012,322.1000061035156
ltu,f,2012,494.0
ltu,mf,2013,829.2000122070312
ltu,m,2013,331.0
ltu,f,2013,498.20001220703125
ltu,mf,2014,847.4000244140625
ltu,m,2014,342.79998779296875
ltu,f,2014,504.79998779296875
lux,mf,1980,89.4000015258789
lux,mf,1981,91.69999694824219
lux,mf,1982,93.19999694824219
lux,mf,1983,94.5999984741211
lux,m,1983,51.5
lux,f,1983,43.20000076293945
lux,mf,1984,96.5999984741211
lux,m,1984,53.0
lux,f,1984,44.599998474121094
lux,mf,1985,99.69999694824219
lux,m,1985,54.599998474121094
lux,f,1985,45.900001525878906
lux,mf,1986,103.5999984741211
lux,m,1986,56.70000076293945
lux,f,1986,47.5
lux,mf,1987,108.0
lux,m,1987,58.900001525878906
lux,f,1987,49.70000076293945
lux,mf,1988,113.5
lux,m,1988,61.79999923706055
lux,f,1988,51.70000076293945
lux,mf,1989,119.19999694824219
lux,m,1989,64.9000015258789
lux,f,1989,54.29999923706055
lux,mf,1990,125.80000305175781
lux,m,1990,68.5
lux,f,1990,57.29999923706055
lux,mf,1991,130.89999389648438
lux,mf,1992,107.13700103759766
lux,m,1992,55.95100021362305
lux,f,1992,51.183998107910156
lux,mf,1993,115.26899719238281
lux,m,1993,61.90299987792969
lux,f,1993,53.36600112915039
lux,mf,1994,114.38300323486328
lux,m,1994,60.53900146484375
lux,f,1994,53.84400177001953
lux,mf,1995,114.08300018310547
lux,m,1995,63.37900161743164
lux,f,1995,50.702999114990234
lux,mf,1996,122.64399719238281
lux,m,1996,67.5719985961914
lux,f,1996,55.07099914550781
lux,mf,1997,125.44100189208984
lux,m,1997,67.18800354003906
lux,f,1997,58.25400161743164
lux,mf,1998,128.23199462890625
lux,m,1998,69.9229965209961
lux,f,1998,58.310001373291016
lux,mf,1999,132.8000030517578
lux,m,1999,70.30000305175781
lux,f,1999,62.5
lux,mf,2000,137.89999389648438
lux,m,2000,72.5999984741211
lux,f,2000,65.19999694824219
lux,mf,2001,142.1999969482422
lux,m,2001,74.0999984741211
lux,f,2001,68.0
lux,mf,2002,145.89999389648438
lux,m,2002,76.4000015258789
lux,f,2002,69.5
lux,mf,2003,145.10000610351562
lux,m,2003,75.5999984741211
lux,f,2003,69.30000305175781
lux,mf,2004,148.60000610351562
lux,m,2004,77.5999984741211
lux,f,2004,70.9000015258789
lux,mf,2005,156.0
lux,m,2005,80.9000015258789
lux,f,2005,75.19999694824219
lux,mf,2006,158.5
lux,m,2006,79.9000015258789
lux,f,2006,78.69999694824219
lux,mf,2007,164.60000610351562
lux,m,2007,81.19999694824219
lux,f,2007,83.19999694824219
lux,mf,2008,167.3000030517578
lux,m,2008,87.0999984741211
lux,f,2008,80.0999984741211
lux,mf,2009,179.8000030517578
lux,m,2009,93.9000015258789
lux,f,2009,86.19999694824219
lux,mf,2010,177.60000610351562
lux,m,2010,91.9000015258789
lux,f,2010,85.80000305175781
lux,mf,2011,184.3000030517578
lux,m,2011,94.9000015258789
lux,f,2011,89.5999984741211
lux,mf,2012,196.8000030517578
lux,m,2012,100.30000305175781
lux,f,2012,96.5
lux,mf,2013,198.39999389648438
lux,m,2013,101.9000015258789
lux,f,2013,96.69999694824219
lux,mf,2014,208.10000610351562
lux,m,2014,107.0999984741211
lux,f,2014,101.19999694824219
mac,mf,1989,83.5
mac,m,1989,54.70000076293945
mac,f,1989,28.799999237060547
mac,mf,1990,93.4000015258789
mac,m,1990,60.5
mac,f,1990,32.79999923706055
mac,mf,1991,97.9000015258789
mac,m,1991,63.5
mac,f,1991,34.400001525878906
mac,mf,1992,103.5999984741211
mac,m,1992,64.69999694824219
mac,f,1992,38.79999923706055
mac,mf,1993,109.69999694824219
mac,m,1993,65.5
mac,f,1993,44.20000076293945
mac,mf,1994,118.9000015258789
mac,m,1994,70.30000305175781
mac,f,1994,48.5
mac,mf,1995,121.9000015258789
mac,m,1995,70.80000305175781
mac,f,1995,51.099998474121094
mac,mf,1996,137.3000030517578
mac,m,1996,79.0999984741211
mac,f,1996,58.400001525878906
mac,mf,1997,138.89999389648438
mac,m,1997,80.30000305175781
mac,f,1997,58.70000076293945
mac,mf,1998,132.8000030517578
mac,m,1998,74.0
mac,f,1998,58.79999923706055
mac,mf,1999,135.8000030517578
mac,m,1999,74.80000305175781
mac,f,1999,60.70000076293945
mac,mf,2000,139.6999969482422
mac,m,2000,75.5999984741211
mac,f,2000,64.0999984741211
mac,mf,2001,141.6999969482422
mac,m,2001,78.0999984741211
mac,f,2001,63.599998474121094
mac,mf,2002,145.6999969482422
mac,m,2002,77.9000015258789
mac,f,2002,67.69999694824219
mac,mf,2003,149.1999969482422
mac,m,2003,80.30000305175781
mac,f,2003,69.0
mac,mf,2004,163.1999969482422
mac,m,2004,86.5
mac,f,2004,76.69999694824219
mac,mf,2005,177.5
mac,m,2005,90.69999694824219
mac,f,2005,86.80000305175781
mac,mf,2006,202.89999389648438
mac,m,2006,102.19999694824219
mac,f,2006,101.0
mac,mf,2007,236.1999969482422
mac,m,2007,116.69999694824219
mac,f,2007,119.5999984741211
mac,mf,2008,258.6000061035156
mac,m,2008,126.0
mac,f,2008,132.3000030517578
mac,mf,2009,261.5
mac,m,2009,122.0999984741211
mac,f,2009,139.5
mac,mf,2010,271.0
mac,m,2010,127.5999984741211
mac,f,2010,143.1999969482422
mac,mf,2011,284.20001220703125
mac,m,2011,133.10000610351562
mac,f,2011,151.1999969482422
mac,mf,2012,298.1000061035156
mac,m,2012,141.3000030517578
mac,f,2012,157.10000610351562
mac,mf,2013,314.6000061035156
mac,m,2013,146.6999969482422
mac,f,2013,167.8000030517578
mac,mf,2014,327.07501220703125
mac,m,2014,151.10000610351562
mac,f,2014,176.0
mkd,mf,2002,240.1320037841797
mkd,m,2002,140.19200134277344
mkd,f,2002,99.94000244140625
mkd,mf,2003,240.1199951171875
mkd,m,2003,137.4929962158203
mkd,f,2003,102.62799835205078
mkd,mf,2004,263.55499267578125
mkd,m,2004,152.02499389648438
mkd,f,2004,111.53299713134766
mkd,mf,2005,262.8529968261719
mkd,m,2005,154.32699584960938
mkd,f,2005,108.5250015258789
mkd,mf,2006,269.0
mkd,m,2006,159.0
mkd,f,2006,110.0999984741211
mkd,mf,2007,296.79998779296875
mkd,m,2007,171.60000610351562
mkd,f,2007,125.0999984741211
mkd,mf,2008,298.20001220703125
mkd,m,2008,175.1999969482422
mkd,f,2008,123.0999984741211
mkd,mf,2011,330.0
mkd,m,2011,187.1999969482422
mkd,f,2011,142.5
mkd,mf,2012,342.6000061035156
mkd,m,2012,193.6999969482422
mkd,f,2012,148.89999389648438
mkd,mf,2013,344.79998779296875
mkd,m,2013,198.39999389648438
mkd,f,2013,145.89999389648438
mkd,mf,2014,352.5
mkd,m,2014,202.8000030517578
mkd,f,2014,149.8000030517578
mdg,mf,2003,1239.9000244140625
mdg,m,2003,659.7000122070312
mdg,f,2003,580.2000122070312
mdg,mf,2005,1399.300048828125
mdg,m,2005,648.9000244140625
mdg,f,2005,750.4000244140625
mdg,mf,2012,1760.322021484375
mdg,m,2012,821.8690185546875
mdg,f,2012,938.4509887695312
mwi,mf,2013,
mwi,m,2013,
mwi,f,2013,
mys,mf,1980,1851.5
mys,m,1980,1270.9000244140625
mys,f,1980,580.7000122070312
mys,mf,1981,1966.699951171875
mys,m,1981,1332.9000244140625
mys,f,1981,633.7999877929688
mys,mf,1982,2332.800048828125
mys,m,1982,1592.4000244140625
mys,f,1982,740.5
mys,mf,1983,2371.199951171875
mys,m,1983,1571.5
mys,f,1983,799.7000122070312
mys,mf,1984,2504.0
mys,m,1984,1662.0999755859375
mys,f,1984,842.0
mys,mf,1985,2589.300048828125
mys,m,1985,1696.9000244140625
mys,f,1985,892.2999877929688
mys,mf,1986,2678.60009765625
mys,m,1986,1743.4000244140625
mys,f,1986,935.2000122070312
mys,mf,1987,2802.800048828125
mys,m,1987,1788.0
mys,f,1987,1014.7999877929688
mys,mf,1988,2885.5
mys,m,1988,1841.199951171875
mys,f,1988,1044.300048828125
mys,mf,1989,2936.199951171875
mys,m,1989,1899.0
mys,f,1989,1037.0999755859375
mys,mf,1990,3106.89990234375
mys,m,1990,1996.300048828125
mys,f,1990,1110.5999755859375
mys,mf,1991,2691.0
mys,m,1991,1812.300048828125
mys,f,1991,878.7000122070312
mys,mf,1992,3283.5
mys,m,1992,2092.699951171875
mys,f,1992,1190.699951171875
mys,mf,1993,3461.199951171875
mys,m,1993,2219.300048828125
mys,f,1993,1241.699951171875
mys,mf,1995,3645.800048828125
mys,m,1995,2305.699951171875
mys,f,1995,1340.199951171875
mys,mf,1996,4065.39990234375
mys,m,1996,2525.300048828125
mys,f,1996,1540.0
mys,mf,1997,4202.89990234375
mys,m,1997,2573.699951171875
mys,f,1997,1629.300048828125
mys,mf,1998,4251.0
mys,m,1998,2617.300048828125
mys,f,1998,1633.5999755859375
mys,mf,1999,4412.60009765625
mys,m,1999,2686.0
mys,f,1999,1726.5999755859375
mys,mf,2000,4609.89990234375
mys,m,2000,2764.10009765625
mys,f,2000,1845.800048828125
mys,mf,2001,4843.39990234375
mys,m,2001,2919.60009765625
mys,f,2001,1924.0
mys,mf,2002,5066.2001953125
mys,m,2002,2988.300048828125
mys,f,2002,2077.89990234375
mys,mf,2003,5301.0
mys,m,2003,3097.699951171875
mys,f,2003,2203.39990234375
mys,mf,2004,5520.5
mys,m,2004,3201.40087890625
mys,f,2004,2319.199951171875
mys,mf,2005,5588.60107421875
mys,m,2005,3249.39990234375
mys,f,2005,2339.0
mys,mf,2006,5662.5
mys,m,2006,3277.300048828125
mys,f,2006,2385.300048828125
mys,mf,2007,5979.89990234375
mys,m,2007,3430.39990234375
mys,f,2007,2549.800048828125
mys,mf,2008,6114.10009765625
mys,m,2008,3514.199951171875
mys,f,2008,2600.0
mys,mf,2009,6482.10009765625
mys,m,2009,3685.39990234375
mys,f,2009,2797.10009765625
mys,mf,2010,6586.7998046875
mys,m,2010,3753.5
mys,f,2010,2833.300048828125
mys,mf,2011,7320.2001953125
mys,m,2011,4157.7001953125
mys,f,2011,3162.39990234375
mys,mf,2012,7506.7001953125
mys,m,2012,4197.39990234375
mys,f,2012,3309.300048828125
mys,mf,2013,7838.0
mys,m,2013,4264.701171875
mys,f,2013,3573.199951171875
mys,mf,2014,8190.4501953125
mdv,mf,1990,27.111000061035156
mdv,m,1990,22.35700035095215
mdv,f,1990,4.754000186920166
mdv,mf,1995,33.737998962402344
mdv,m,1995,25.75
mdv,f,1995,7.98799991607666
mdv,mf,2000,43.257999420166016
mdv,m,2000,32.00199890136719
mdv,f,2000,11.255999565124512
mdv,mf,2003,44.827999114990234
mdv,m,2003,29.469999313354492
mdv,f,2003,15.355999946594238
mdv,mf,2006,66.10399627685547
mdv,m,2006,43.36800003051758
mdv,f,2006,22.736000061035156
mdv,mf,2010,65.91999816894531
mdv,m,2010,38.05099868774414
mdv,f,2010,27.8700008392334
mli,mf,2004,994.2000122070312
mli,m,2004,450.1000061035156
mli,f,2004,544.4000244140625
mli,mf,2006,1274.4339599609375
mli,m,2006,596.9429931640625
mli,f,2006,677.4910278320312
mlt,mf,2000,92.5
mlt,m,2000,60.20000076293945
mlt,f,2000,32.20000076293945
mlt,mf,2001,97.0
mlt,m,2001,63.599998474121094
mlt,f,2001,33.20000076293945
mlt,mf,2002,97.30000305175781
mlt,m,2002,61.5
mlt,f,2002,35.70000076293945
mlt,mf,2003,99.80000305175781
mlt,m,2003,63.70000076293945
mlt,f,2003,36.0
mlt,mf,2004,98.80000305175781
mlt,m,2004,63.79999923706055
mlt,f,2004,34.900001525878906
mlt,mf,2005,100.5
mlt,m,2005,62.900001525878906
mlt,f,2005,37.79999923706055
mlt,mf,2006,104.0999984741211
mlt,m,2006,65.0999984741211
mlt,f,2006,39.099998474121094
mlt,mf,2007,110.4000015258789
mlt,m,2007,67.5999984741211
mlt,f,2007,43.0
mlt,mf,2008,114.19999694824219
mlt,m,2008,67.5999984741211
mlt,f,2008,46.599998474121094
mlt,mf,2009,115.5
mlt,m,2009,68.80000305175781
mlt,f,2009,46.70000076293945
mlt,mf,2010,116.5999984741211
mlt,m,2010,68.9000015258789
mlt,f,2010,47.400001525878906
mlt,mf,2011,121.69999694824219
mlt,m,2011,70.9000015258789
mlt,f,2011,50.20000076293945
mlt,mf,2012,128.0
mlt,m,2012,73.80000305175781
mlt,f,2012,54.400001525878906
mlt,mf,2013,132.39999389648438
mlt,m,2013,74.80000305175781
mlt,f,2013,57.599998474121094
mlt,mf,2014,136.89999389648438
mlt,m,2014,75.5
mlt,f,2014,61.099998474121094
mhl,mf,1999,6.0
mhl,m,1999,3.9000000953674316
mhl,f,1999,2.0999999046325684
mhl,mf,2009,8.41100025177002
mhl,mf,2010,8.359000205993652
mtq,mf,1990,82.5999984741211
mtq,m,1990,38.20000076293945
mtq,f,1990,44.5
mtq,mf,2009,23.899999618530273
mtq,mf,2010,85.30000305175781
mtq,mf,2011,92.0999984741211
mtq,mf,2012,90.5
mus,mf,1990,163.1999969482422
mus,m,1990,119.19999694824219
mus,f,1990,43.900001525878906
mus,mf,1992,198.1999969482422
mus,m,1992,145.8000030517578
mus,f,1992,52.400001525878906
mus,mf,1994,212.3000030517578
mus,m,1994,151.8000030517578
mus,f,1994,60.5
mus,mf,1995,219.3000030517578
mus,m,1995,155.1999969482422
mus,f,1995,64.0999984741211
mus,mf,1996,225.8000030517578
mus,m,1996,158.6999969482422
mus,f,1996,67.0999984741211
mus,mf,1997,235.5
mus,m,1997,165.10000610351562
mus,f,1997,70.4000015258789
mus,mf,1998,241.5
mus,m,1998,168.0
mus,f,1998,73.5
mus,mf,1999,248.39999389648438
mus,m,1999,171.6999969482422
mus,f,1999,76.69999694824219
mus,mf,2000,238.3000030517578
mus,m,2000,163.0
mus,f,2000,75.30000305175781
mus,mf,2001,245.3000030517578
mus,m,2001,166.10000610351562
mus,f,2001,79.19999694824219
mus,mf,2002,256.20001220703125
mus,m,2002,172.10000610351562
mus,f,2002,84.0999984741211
mus,mf,2003,267.6000061035156
mus,m,2003,177.1999969482422
mus,f,2003,90.4000015258789
mus,mf,2004,273.70001220703125
mus,m,2004,177.5
mus,f,2004,96.19999694824219
mus,mf,2005,281.8999938964844
mus,m,2005,181.39999389648438
mus,f,2005,100.5
mus,mf,2006,289.3999938964844
mus,m,2006,182.10000610351562
mus,f,2006,107.30000305175781
mus,mf,2007,291.29998779296875
mus,m,2007,180.8000030517578
mus,f,2007,110.5
mus,mf,2008,308.7850036621094
mus,mf,2009,323.4049987792969
mus,mf,2010,265.7090148925781
mus,mf,2011,344.5
mus,m,2011,204.8000030517578
mus,f,2011,139.6999969482422
mus,mf,2012,351.3999938964844
mus,m,2012,206.8000030517578
mus,f,2012,144.60000610351562
mus,mf,2013,340.70001220703125
mus,m,2013,207.3000030517578
mus,f,2013,141.8000030517578
mus,mf,2014,355.0
mus,m,2014,210.8000030517578
mus,f,2014,144.1999969482422
mex,mf,1988,13769.0
mex,mf,1990,10796.2001953125
mex,m,1990,6916.2998046875
mex,f,1990,3879.89990234375
mex,mf,1991,15113.0
mex,m,1991,8648.0
mex,f,1991,6464.0
mex,mf,1992,15548.0
mex,m,1992,8896.0
mex,f,1992,6652.0
mex,mf,1993,16540.0
mex,m,1993,9383.0
mex,f,1993,7156.0
mex,mf,1994,16877.0
mex,m,1994,9612.0
mex,f,1994,7265.0
mex,mf,1995,17532.369140625
mex,m,1995,9767.8134765625
mex,f,1995,7764.55810546875
mex,mf,1996,18425.75
mex,m,1996,10540.1103515625
mex,f,1996,7885.63916015625
mex,mf,1997,19062.189453125
mex,m,1997,10789.76953125
mex,f,1997,8272.4189453125
mex,mf,1998,20183.689453125
mex,m,1998,11445.48046875
mex,f,1998,8738.201171875
mex,mf,1999,19817.669921875
mex,m,1999,11196.9599609375
mex,f,1999,8620.71484375
mex,mf,2000,21793.529296875
mex,m,2000,12267.1396484375
mex,f,2000,9526.392578125
mex,mf,2001,22106.08984375
mex,m,2001,12496.48046875
mex,f,2001,9609.6064453125
mex,mf,2002,23085.94921875
mex,m,2002,12943.5498046875
mex,f,2002,10142.400390625
mex,mf,2003,23717.080078125
mex,m,2003,13320.08984375
mex,f,2003,10396.990234375
mex,mf,2004,24853.119140625
mex,m,2004,13697.849609375
mex,f,2004,11155.26953125
mex,mf,2005,24077.990234375
mex,m,2005,12749.4404296875
mex,f,2005,11328.5400390625
mex,mf,2006,25051.94921875
mex,m,2006,13139.5400390625
mex,f,2006,11912.41015625
mex,mf,2007,25788.669921875
mex,m,2007,13396.150390625
mex,f,2007,12392.51953125
mex,mf,2008,26594.109375
mex,m,2008,13828.8701171875
mex,f,2008,12765.23046875
mex,mf,2009,25788.669921875
mex,m,2009,13396.150390625
mex,f,2009,12392.51953125
mex,mf,2010,26594.109375
mex,m,2010,13828.8701171875
mex,f,2010,12765.23046875
mex,mf,2011,28512.01953125
mex,m,2011,14723.900390625
mex,f,2011,13788.1298828125
mex,mf,2012,30648.2890625
mex,m,2012,15669.3203125
mex,f,2012,14978.9697265625
mex,mf,2013,30767.759765625
mex,m,2013,15632.2197265625
mex,f,2013,15135.5302734375
mda,mf,1981,636.0
mda,mf,1982,634.0
mda,mf,1983,654.0
mda,mf,1984,651.0
mda,mf,1985,671.0
mda,mf,1986,675.0
mda,mf,1987,686.0
mda,mf,1988,697.0
mda,mf,1989,687.0
mda,mf,1990,702.0
mda,mf,1991,648.0
mda,mf,1992,644.0
mda,mf,1993,578.0
mda,mf,1994,566.0
mda,mf,1996,699.0
mda,mf,1997,719.0
mda,mf,1998,652.0
mda,mf,1999,560.0
mda,mf,2000,533.7999877929688
mda,m,2000,226.6999969482422
mda,f,2000,306.8999938964844
mda,mf,2001,525.5999755859375
mda,m,2001,224.89999389648438
mda,f,2001,301.0
mda,mf,2002,540.5
mda,m,2002,226.3000030517578
mda,f,2002,314.20001220703125
mda,mf,2003,555.4000244140625
mda,m,2003,233.1999969482422
mda,f,2003,322.20001220703125
mda,mf,2004,569.2999877929688
mda,m,2004,238.60000610351562
mda,f,2004,330.70001220703125
mda,mf,2005,571.0
mda,m,2005,238.8000030517578
mda,f,2005,332.29998779296875
mda,mf,2006,606.0999755859375
mda,m,2006,256.20001220703125
mda,f,2006,350.0
mda,mf,2007,604.7999877929688
mda,m,2007,244.6999969482422
mda,f,2007,360.0
mda,mf,2008,616.2999877929688
mda,m,2008,255.10000610351562
mda,f,2008,361.29998779296875
mda,mf,2009,622.3770141601562
mda,m,2009,259.375
mda,f,2009,363.00201416015625
mda,mf,2010,615.4219970703125
mda,m,2010,255.26800537109375
mda,f,2010,360.15399169921875
mda,mf,2011,630.4730224609375
mda,m,2011,261.33099365234375
mda,f,2011,369.1419982910156
mda,mf,2012,622.3610229492188
mda,m,2012,257.08599853515625
mda,f,2012,365.2749938964844
mda,mf,2013,627.4290161132812
mda,m,2013,265.8190002441406
mda,f,2013,361.6099853515625
mng,mf,1993,306.1000061035156
mng,m,1993,145.0
mng,f,1993,161.10000610351562
mng,mf,1994,293.0
mng,m,1994,139.3000030517578
mng,f,1994,153.6999969482422
mng,mf,1995,275.79998779296875
mng,m,1995,135.60000610351562
mng,f,1995,140.1999969482422
mng,mf,1996,277.1000061035156
mng,m,1996,131.0
mng,f,1996,146.10000610351562
mng,mf,1997,262.79998779296875
mng,m,1997,119.0
mng,f,1997,143.8000030517578
mng,mf,1998,273.0
mng,m,1998,126.4000015258789
mng,f,1998,146.60000610351562
mng,mf,1999,284.6000061035156
mng,m,1999,132.39999389648438
mng,f,1999,152.1999969482422
mng,mf,2000,301.1000061035156
mng,m,2000,135.8000030517578
mng,f,2000,165.3000030517578
mng,mf,2001,316.20001220703125
mng,m,2001,142.39999389648438
mng,f,2001,173.8000030517578
mng,mf,2002,354.70001220703125
mng,m,2002,163.39999389648438
mng,f,2002,191.3000030517578
mng,mf,2003,356.9460144042969
mng,m,2003,169.98500061035156
